DataDate,PM10,PM2.5,PM2_5_P,PM10_P,Temp_P,Hum_P
2023-09-14 14:06:00,35.9707,10.75558,10.22,6.0,32.7,67.0
2023-09-14 14:07:00,35.52246,10.7469,10.38,6.0,32.6,66.0
2023-09-14 14:08:00,34.9563,10.71728,11.03,7.0,32.9,66.0
2023-09-14 14:09:00,34.83455,10.71083,11.7,9.0,33.1,66.0
2023-09-14 14:10:00,34.57275,10.71814,11.16,7.0,33.1,65.0
2023-09-14 14:12:00,34.22371,10.67426,10.105,5.5,33.25,65.0
2023-09-14 14:14:00,34.81299,10.57056,9.75,5.0,33.3,65.0
2023-09-14 14:15:00,34.76424,10.58731,10.495,6.0,33.5,64.5
2023-09-14 14:16:00,34.22217,10.59481,10.44,6.0,33.3,65.0
2023-09-14 14:17:00,34.07983,10.58987,10.46,7.0,33.2,65.0
2023-09-14 14:18:00,34.09668,10.58549,9.68,5.0,32.7,66.0
2023-09-14 14:19:00,34.1888,10.58549,10.35,6.0,32.8,66.0
2023-09-14 14:21:00,34.1626,10.58549,11.01,7.0,33.1,66.0
2023-09-14 14:22:00,33.37435,10.55995,10.46,6.0,33.2,65.0
2023-09-14 14:23:00,31.70963,10.52787,10.43,6.0,33.4,65.0
2023-09-14 14:24:00,31.66553,10.53737,10.06,5.5,33.65,65.0
2023-09-14 14:25:00,31.86654,10.51513,10.4,6.0,33.7,65.0
2023-09-14 14:26:00,32.07507,10.47021,11.93,9.0,33.7,64.0
2023-09-14 14:28:00,33.73454,10.41413,9.945,5.0,33.6,63.5
2023-09-14 14:29:00,33.30119,10.42695,9.75,5.0,33.3,65.0
2023-09-14 14:31:00,32.92651,10.36529,10.42,6.0,33.5,65.0
2023-09-14 14:32:00,35.22656,10.2706,9.71,5.0,33.7,65.0
2023-09-14 14:33:00,35.4375,10.26261,10.67,7.0,33.9,63.0
2023-09-14 14:34:00,35.43831,10.27223,9.82,5.0,34.0,64.0
2023-09-14 14:35:00,35.45198,10.29146,10.82,6.0,33.9,62.0
2023-09-14 14:36:00,35.35718,10.29146,10.05,5.0,33.3,63.0
2023-09-14 14:37:00,35.16683,10.19251,8.96,4.0,32.9,66.0
2023-09-14 14:38:00,34.89282,10.09554,10.46,6.0,33.2,65.0
2023-09-14 14:39:00,34.71704,10.07575,9.9,5.0,33.3,64.0
2023-09-14 14:40:00,34.29102,9.976807,9.9,5.0,33.3,64.0
2023-09-14 14:41:00,34.5428,9.982388,9.83,5.0,32.7,65.0
2023-09-14 14:42:00,35.14746,9.990205,9.69,5.0,32.6,66.0
2023-09-14 14:43:00,35.14746,9.990205,9.84,6.0,32.6,65.0
2023-09-14 14:44:00,35.09033,9.985725,9.81,5.0,32.8,65.0
2023-09-14 14:45:00,33.96354,9.927268,10.65,6.0,32.8,64.0
2023-09-14 14:46:00,33.79688,9.920055,10.53,6.0,32.6,65.0
2023-09-14 14:47:00,33.25049,9.924601,10.37,7.0,32.7,66.0
2023-09-14 14:48:00,32.62508,9.896809,9.81,5.0,32.8,65.0
2023-09-14 14:49:00,32.02848,9.834339,9.81,5.0,32.8,65.0
2023-09-14 14:50:00,31.71753,9.835443,9.81,5.0,32.8,65.0
2023-09-14 14:51:00,31.51034,9.796062,10.52,6.0,32.7,65.0
2023-09-14 14:52:00,30.28308,9.663205,9.72,5.0,32.3,66.0
2023-09-14 14:53:00,30.13013,9.572543,10.41,6.0,32.3,66.0
2023-09-14 14:54:00,30.12813,9.576549,9.91,5.0,32.0,65.0
2023-09-14 14:55:00,29.58065,9.495897,10.31,6.0,31.9,67.0
2023-09-14 14:56:00,29.20622,9.404145,9.83,5.0,31.4,66.0
2023-09-14 14:57:00,29.10999,9.3591,10.37,6.0,31.4,67.0
2023-09-14 14:58:00,30.1827,9.405705,9.84,5.0,31.3,66.0
2023-09-14 14:59:00,30.20874,9.427283,11.09,7.0,31.2,67.0
2023-09-14 15:00:00,30.57849,9.413513,9.71,5.0,31.2,67.0
2023-09-14 15:01:00,32.49512,9.335394,9.71,5.0,31.2,67.0
2023-09-14 15:02:00,32.49544,9.335394,10.4,6.0,31.2,67.0
2023-09-14 15:03:00,32.49609,9.335394,9.59,5.0,30.9,68.0
2023-09-14 15:04:00,32.77515,9.407683,10.28,6.0,30.9,68.0
2023-09-14 15:05:00,33.0201,9.47176,10.96,7.0,31.0,68.0
2023-09-14 15:06:00,32.58154,9.430692,10.95,7.0,31.1,68.0
2023-09-14 15:07:00,32.63639,9.431893,10.4,6.0,31.2,67.0
2023-09-14 15:08:00,32.74609,9.434299,10.4,6.0,31.2,67.0
2023-09-14 15:09:00,32.7749,9.433598,11.07,7.0,31.3,67.0
2023-09-14 15:10:00,33.13184,9.520753,10.35,6.0,31.6,67.0
2023-09-14 15:11:00,33.19238,9.533717,9.8,5.0,31.7,66.0
2023-09-14 15:12:00,32.95589,9.429749,9.67,5.0,31.5,67.0
2023-09-14 15:13:00,32.83268,9.4085,10.35,6.0,31.6,67.0
2023-09-14 15:15:00,32.47713,9.369925,9.71,5.0,31.8,66.5
2023-09-14 15:16:00,31.97998,9.410995,9.76,5.0,32.0,66.0
2023-09-14 15:17:00,31.76998,9.404124,8.96,4.0,31.7,67.0
2023-09-14 15:19:00,30.6967,9.35632,9.69,5.0,31.95,66.5
2023-09-14 15:20:00,30.53206,9.362097,9.77,5.0,31.9,66.0
2023-09-14 15:21:00,30.28516,9.349502,9.77,5.0,31.9,66.0
2023-09-14 15:22:00,29.93701,9.422987,9.09,4.0,31.8,66.0
2023-09-14 15:23:00,28.58394,9.417932,9.66,5.0,31.6,67.0
2023-09-14 15:24:00,27.66333,9.384779,9.81,5.0,31.6,66.0
2023-09-14 15:25:00,27.16455,9.348857,9.8,5.0,31.7,66.0
2023-09-14 15:26:00,27.087,9.32994,10.26,6.0,31.1,68.0
2023-09-14 15:27:00,26.9187,9.281976,8.85,4.0,31.3,68.0
2023-09-14 15:28:00,27.28316,9.336239,8.99,4.0,31.4,67.0
2023-09-14 15:29:00,27.47685,9.327512,8.96,4.0,31.7,67.0
2023-09-14 15:30:00,27.45052,9.333722,8.97,4.0,31.6,67.0
2023-09-14 15:31:00,27.23063,9.374356,8.96,4.0,31.7,67.0
2023-09-14 15:32:00,27.76563,9.344831,8.94,4.0,31.8,67.0
2023-09-14 15:33:00,28.04952,9.320224,10.46,6.0,31.9,66.0
2023-09-14 15:34:00,27.66846,9.254169,9.61,5.0,32.0,67.0
2023-09-14 15:35:00,28.1012,9.263475,9.09,4.0,31.8,66.0
2023-09-14 15:36:00,28.18774,9.265337,9.08,4.0,31.9,66.0
2023-09-14 15:38:00,28.16333,9.265337,8.38,3.0,32.0,66.0
2023-09-14 15:39:00,28.28988,9.264165,8.52,3.0,32.1,65.0
2023-09-14 15:40:00,28.69971,9.256588,8.51,3.0,32.2,65.0
2023-09-14 15:41:00,29.0944,9.179786,9.9,5.0,32.1,65.0
2023-09-14 15:42:00,29.06274,9.180873,9.07,4.0,32.0,66.0
2023-09-14 15:43:00,29.18416,9.128219,8.38,3.0,32.0,66.0
2023-09-14 15:44:00,29.46875,9.066866,9.9,5.0,32.1,65.0
2023-09-14 15:45:00,29.45687,9.07797,9.21,4.0,32.1,65.0
2023-09-14 15:46:00,29.43311,9.133487,8.39,3.0,31.9,66.0
2023-09-14 15:47:00,29.41561,9.133487,9.77,5.0,31.9,66.0
2023-09-14 15:48:00,29.43612,9.133487,9.09,4.0,31.8,66.0
2023-09-14 15:49:00,29.46387,9.133487,9.08,4.0,31.9,66.0
2023-09-14 15:50:00,29.48551,9.133487,9.07,4.0,32.0,66.0
2023-09-14 15:51:00,29.49634,9.133487,9.07,4.0,32.0,66.0
2023-09-14 15:52:00,30.05135,9.139562,8.38,3.0,32.0,66.0
2023-09-14 15:53:00,30.56763,9.151532,9.07,4.0,32.0,66.0
2023-09-14 15:54:00,31.3044,9.113081,8.39,3.0,31.9,66.0
2023-09-14 15:56:00,31.92562,8.941348,8.76,3.5,31.7,66.0
2023-09-14 15:58:00,27.30762,8.821301,9.0,4.0,31.3,67.0
2023-09-14 15:59:00,27.24504,8.804015,9.27,4.5,30.7,68.0
2023-09-14 16:00:00,28.0057,8.743043,10.19,6.0,30.4,69.0
2023-09-14 16:02:00,29.05672,8.635055,9.63,5.0,30.6,68.0
2023-09-14 16:04:00,29.27002,8.619663,9.62,5.0,30.7,68.0
2023-09-14 16:05:00,29.48478,8.591077,9.64,5.0,30.5,68.0
2023-09-14 16:06:00,29.5769,8.634347,10.635,6.5,30.2,68.5
2023-09-14 16:08:00,29.95785,8.72278,10.23,6.0,30.1,69.0
2023-09-14 16:09:00,30.37817,8.630067,9.53,5.0,30.2,69.0
2023-09-14 16:10:00,30.38127,8.630067,10.09,6.0,30.0,70.0
2023-09-14 16:12:00,32.09106,8.706243,9.44,5.0,29.7,70.0
2023-09-14 16:13:00,32.2373,8.67339,8.73,4.0,29.8,70.0
2023-09-14 16:14:00,32.09269,8.66326,9.41,5.0,29.9,70.0
2023-09-14 16:15:00,32.22705,8.66326,8.73,4.0,29.8,70.0
2023-09-14 16:16:00,32.63436,8.683367,10.09,6.0,30.0,70.0
2023-09-14 16:17:00,32.71126,8.717395,9.54,5.0,30.1,69.0
2023-09-14 16:19:00,33.57796,8.697824,8.3,3.0,30.2,68.0
2023-09-14 16:20:00,33.68449,8.696136,9.53,5.0,30.2,69.0
2023-09-14 16:21:00,33.38591,8.737273,8.16,3.0,30.1,69.0
2023-09-14 16:22:00,34.28963,8.763837,10.1,6.0,29.9,70.0
2023-09-14 16:23:00,34.76538,8.752908,10.13,6.0,29.7,70.0
2023-09-14 16:24:00,35.04907,8.717124,10.1,6.0,29.9,70.0
2023-09-14 16:25:00,36.13989,8.789934,10.24,6.0,30.0,69.0
2023-09-14 16:26:00,36.17065,8.758582,9.54,6.0,30.1,69.0
2023-09-14 16:27:00,36.80281,8.821616,10.23,6.0,30.1,69.0
2023-09-14 16:28:00,36.92725,8.834653,9.53,5.0,30.2,69.0
2023-09-14 16:29:00,36.93604,8.834653,9.53,6.0,30.2,69.0
2023-09-14 16:30:00,36.79785,8.842123,9.66,5.0,30.3,68.0
2023-09-14 16:31:00,37.0647,8.841695,11.04,7.0,30.3,68.0
2023-09-14 16:32:00,37.80518,8.932473,12.42,10.0,30.3,68.0
2023-09-14 16:33:00,38.38566,9.084607,12.3,10.0,30.1,69.0
2023-09-14 16:34:00,38.82544,9.342451,15.76,15.0,30.0,69.0
2023-09-14 16:35:00,40.50554,9.657624,17.13,18.0,30.1,69.0
2023-09-14 16:36:00,41.68978,10.07745,14.23,13.0,30.0,70.0
2023-09-14 16:37:00,41.3256,10.15671,11.37,9.0,29.6,71.0
2023-09-14 16:38:00,41.11979,10.1827,9.9,6.0,29.1,72.0
2023-09-14 16:39:00,40.45378,10.24445,9.91,7.0,29.0,72.0
2023-09-14 16:40:00,40.16569,10.34429,9.22,5.0,29.0,72.0
2023-09-14 16:41:00,39.65308,10.41022,9.91,6.0,29.0,72.0
2023-09-14 16:42:00,39.37508,10.52848,10.47,7.0,28.8,73.0
2023-09-14 16:43:00,39.56193,10.56218,11.16,9.0,28.8,73.0
2023-09-14 16:44:00,40.13135,10.59461,10.62,7.0,28.8,72.0
2023-09-14 16:45:00,40.6176,10.72786,8.98,5.0,28.5,74.0
2023-09-14 16:46:00,40.4244,10.84786,9.71,6.0,28.2,74.0
2023-09-14 16:47:00,39.66772,10.88425,9.57,6.0,28.1,75.0
2023-09-14 16:48:00,39.70052,10.91872,10.4,7.0,28.2,74.0
2023-09-14 16:49:00,38.74821,10.94579,10.53,7.0,28.3,73.0
2023-09-14 16:50:00,38.73421,10.95585,9.14,6.0,28.4,73.0
2023-09-14 16:51:00,38.573,10.97675,9.69,6.0,28.3,74.0
2023-09-14 16:52:00,38.50391,10.97804,10.52,7.0,28.4,73.0
2023-09-14 16:53:00,38.79313,10.98488,10.52,7.0,28.4,73.0
2023-09-14 16:54:00,38.65625,10.99298,9.56,6.0,28.2,75.0
2023-09-14 16:55:00,38.65625,10.99298,11.09,9.0,28.2,74.0
2023-09-14 16:56:00,38.60075,11.00502,11.09,9.0,28.2,74.0
2023-09-14 16:57:00,38.48975,11.02912,11.76,10.0,28.3,74.0
2023-09-14 16:58:00,38.38062,11.02912,12.45,11.0,28.3,74.0
2023-09-14 16:59:00,38.02271,11.22446,11.1,9.0,28.1,74.0
2023-09-14 17:00:00,39.24544,11.18351,10.26,8.0,28.1,75.0
2023-09-14 17:01:00,39.65674,11.19645,9.58,6.0,28.0,75.0
2023-09-14 17:02:00,39.17952,11.2539,8.91,5.0,27.8,75.0
2023-09-14 17:03:00,39.13672,11.27912,10.29,7.0,27.8,75.0
2023-09-14 17:04:00,39.13672,11.27912,9.63,6.0,27.6,75.0
2023-09-14 17:05:00,39.21012,11.28302,10.86,9.0,27.6,76.0
2023-09-14 17:06:00,39.57715,11.30248,9.49,6.0,27.5,76.0
2023-09-14 17:07:00,39.57161,11.29467,10.22,7.0,27.2,76.0
2023-09-14 17:08:00,39.46305,11.31431,10.92,9.0,27.1,76.0
2023-09-14 17:09:00,39.39697,11.32136,9.55,6.0,27.0,76.0
2023-09-14 17:10:00,39.43465,11.34321,9.4,7.0,27.0,77.0
2023-09-14 17:11:00,39.57878,11.38537,10.25,8.0,26.9,76.0
2023-09-14 17:12:00,38.89363,11.54928,10.8,9.0,26.8,77.0
2023-09-14 17:13:00,38.11589,11.52774,10.95,9.0,26.8,76.0
2023-09-14 17:14:00,38.21484,11.52774,9.57,6.0,26.8,76.0
2023-09-14 17:15:00,38.21484,11.52774,9.57,6.0,26.8,76.0
2023-09-14 17:16:00,38.12842,11.56443,9.57,6.0,26.8,76.0
2023-09-14 17:17:00,37.48063,11.68223,10.13,8.0,26.7,77.0
2023-09-14 17:18:00,36.31348,11.74186,10.28,7.0,26.7,76.0
2023-09-14 17:19:00,36.37842,11.74167,10.83,9.0,26.6,77.0
2023-09-14 17:20:00,36.40283,11.74167,12.92,12.0,26.4,77.0
2023-09-14 17:21:00,36.68115,11.76651,13.61,13.0,26.4,77.0
2023-09-14 17:22:00,37.12427,11.8162,17.06,19.0,26.4,77.0
2023-09-14 17:23:00,37.45361,11.95416,18.45,21.0,26.3,77.0
2023-09-14 17:24:00,37.37549,11.95416,19.14,23.0,26.3,77.0
2023-09-14 17:25:00,37.36898,11.95416,13.49,13.0,26.2,78.0
2023-09-14 17:26:00,37.38965,12.03289,9.9,7.0,26.1,79.0
2023-09-14 17:27:00,36.72046,11.98073,9.93,7.0,25.8,79.0
2023-09-14 17:28:00,35.61182,11.77738,9.26,7.0,25.7,79.0
2023-09-14 17:29:00,35.62842,11.77738,9.67,7.0,25.5,81.0
2023-09-14 17:30:00,35.51953,11.77738,8.15,5.0,25.4,82.0
2023-09-14 17:31:00,35.72754,11.77738,8.7,7.0,25.3,83.0
2023-09-14 17:32:00,35.87907,11.68365,6.8,3.0,25.2,82.0
2023-09-14 17:33:00,36.4069,11.64558,8.74,6.0,25.0,83.0
2023-09-14 17:34:00,36.4873,11.57392,7.66,4.0,25.0,81.0
2023-09-14 17:35:00,36.4873,11.57392,7.66,4.0,25.0,81.0
2023-09-14 17:37:00,36.38517,11.58083,7.39,4.0,24.75,83.0
2023-09-14 17:38:00,36.22217,11.53812,8.65,6.0,24.5,84.0
2023-09-14 17:39:00,35.72786,11.54721,7.82,5.0,24.4,85.0
2023-09-14 17:40:00,35.50716,11.53926,7.29,5.0,24.3,84.0
2023-09-14 17:41:00,35.62598,11.51425,8.37,6.0,24.3,86.0
2023-09-14 17:42:00,35.4655,11.33816,7.02,4.0,24.1,86.0
2023-09-14 17:43:00,35.3252,11.31764,7.04,4.0,23.9,86.0
2023-09-14 17:44:00,35.29753,11.3189,8.43,6.0,23.8,86.0
2023-09-14 17:45:00,34.93921,11.29422,8.58,6.0,23.8,85.0
2023-09-14 17:46:00,36.70174,11.30143,8.15,7.0,23.7,88.0
2023-09-14 17:47:00,36.71289,11.28211,7.62,5.0,23.6,87.0
2023-09-14 17:49:00,36.32967,11.24917,7.905,6.0,23.45,87.5
2023-09-14 17:50:00,36.07405,11.23901,8.34,6.0,23.3,87.0
2023-09-14 17:51:00,36.04541,11.23901,8.34,6.0,23.3,87.0
2023-09-14 17:53:00,34.70166,10.97535,6.98,4.0,23.2,87.0
2023-09-14 17:54:00,34.2277,10.93396,7.67,5.0,23.2,87.0
2023-09-14 17:55:00,33.479,10.92348,7.68,5.0,23.1,87.0
2023-09-14 17:56:00,33.4738,10.92348,8.23,6.0,23.0,88.0
2023-09-14 17:57:00,33.46338,10.92348,7.01,4.0,22.9,87.0
2023-09-14 17:58:00,33.6582,10.90401,7.55,5.0,22.9,88.0
2023-09-14 17:59:00,34.01009,10.82682,8.25,6.0,22.8,88.0
2023-09-14 18:00:00,34.45329,10.71356,7.56,5.0,22.8,88.0
2023-09-14 18:01:00,34.49951,10.64396,7.58,5.0,22.7,88.0
2023-09-14 18:02:00,34.10986,10.65067,7.58,5.0,22.7,88.0
2023-09-14 18:03:00,33.95378,10.62206,7.59,5.0,22.6,88.0
2023-09-14 18:04:00,33.94678,10.57695,7.44,5.0,22.6,89.0
2023-09-14 18:05:00,33.67969,10.46212,6.46,4.0,22.5,91.0
2023-09-14 18:06:00,33.94434,10.48398,7.45,5.0,22.5,89.0
2023-09-14 18:07:00,34.68164,10.45346,8.3,6.0,22.4,88.0
2023-09-14 18:08:00,34.6097,10.45346,8.0,6.0,22.4,90.0
2023-09-14 18:09:00,34.53906,10.45346,8.15,6.0,22.4,89.0
2023-09-14 18:10:00,34.53906,10.45346,8.01,6.0,22.3,90.0
2023-09-14 18:11:00,34.53906,10.45346,7.86,6.0,22.3,91.0
2023-09-14 18:12:00,35.27401,10.3164,8.16,6.0,22.3,89.0
2023-09-14 18:13:00,34.38542,10.13327,8.03,6.0,22.2,90.0
2023-09-14 18:14:00,33.77653,9.823828,8.18,6.0,22.2,89.0
2023-09-14 18:15:00,33.36605,9.560334,8.18,6.0,22.2,89.0
2023-09-14 18:17:00,33.32373,9.46551,8.19,6.0,22.1,89.0
2023-09-14 18:18:00,33.30371,9.351255,7.89,6.0,22.1,91.0
2023-09-14 18:19:00,33.2627,9.357637,7.89,6.0,22.1,91.0
2023-09-14 18:20:00,33.2627,9.357637,7.9,6.0,22.0,91.0
2023-09-14 18:21:00,32.66976,9.315737,8.59,7.0,22.0,91.0
2023-09-14 18:22:00,32.53988,9.285802,7.9,6.0,22.0,91.0
2023-09-14 18:23:00,32.62313,9.188933,7.91,6.0,21.9,91.0
2023-09-14 18:24:00,32.8051,9.26982,8.6,7.0,21.9,91.0
2023-09-14 18:25:00,32.92871,9.267145,7.91,6.0,21.9,91.0
2023-09-14 18:26:00,32.69889,9.248986,7.76,6.0,21.9,92.0
2023-09-14 18:27:00,32.40625,9.189274,9.29,9.0,21.9,91.0
2023-09-14 18:28:00,32.41846,9.189274,7.62,6.0,21.8,93.0
2023-09-14 18:29:00,32.78223,9.223963,6.93,5.0,21.8,93.0
2023-09-14 18:30:00,32.95117,9.218183,6.93,5.0,21.8,93.0
2023-09-14 18:31:00,33.78906,9.189284,6.78,5.0,21.8,94.0
2023-09-14 18:32:00,33.80029,9.273348,5.79,4.0,21.8,96.0
2023-09-14 18:33:00,33.88591,9.28358,6.87,6.0,21.8,98.0
2023-09-14 18:34:00,34.31396,9.250672,7.19,7.0,21.7,96.0
2023-09-14 18:35:00,34.31396,9.250672,6.8,5.0,21.7,94.0
2023-09-14 18:36:00,34.31396,9.250672,6.95,5.0,21.7,93.0
2023-09-14 18:38:00,34.07715,9.22028,7.34,6.0,21.7,95.0
2023-09-14 18:40:00,34.83154,9.26434,6.775,6.0,21.65,96.5
2023-09-14 18:41:00,33.15137,9.228429,7.2,6.0,21.6,96.0
2023-09-14 18:42:00,33.14974,9.228429,6.81,5.0,21.6,94.0
2023-09-14 18:43:00,34.3916,9.238139,7.5,6.0,21.6,94.0
2023-09-14 18:44:00,34.40576,9.238139,8.19,7.0,21.6,94.0
2023-09-14 18:45:00,35.44434,9.138243,8.73,9.0,21.6,95.0
2023-09-14 18:46:00,35.56104,9.146973,8.58,9.0,21.6,96.0
2023-09-14 18:47:00,35.56104,9.146973,7.75,7.0,21.5,97.0
2023-09-14 18:49:00,36.13574,9.173018,9.43,10.0,21.5,95.0
2023-09-14 18:50:00,36.31331,9.252891,9.28,10.0,21.5,96.0
2023-09-14 18:51:00,36.43311,9.305203,8.74,9.0,21.5,95.0
2023-09-14 18:52:00,36.06527,9.286256,9.58,10.0,21.5,94.0
2023-09-14 18:53:00,35.84277,9.256607,9.58,10.0,21.5,94.0
2023-09-14 18:54:00,34.71183,9.277418,8.74,9.0,21.5,95.0
2023-09-14 18:55:00,34.08765,9.295143,9.59,10.0,21.4,94.0
2023-09-14 18:56:00,33.58545,9.343044,8.06,7.0,21.4,95.0
2023-09-14 18:57:00,33.23315,9.332969,8.9,9.0,21.4,94.0
2023-09-14 18:58:00,32.37557,9.37895,8.91,9.0,21.3,94.0
2023-09-14 18:59:00,32.65706,9.338128,8.75,9.0,21.4,95.0
2023-09-14 19:00:00,32.86084,9.448163,7.38,7.0,21.3,95.0
2023-09-14 19:01:00,32.78654,9.459882,8.76,9.0,21.3,95.0
2023-09-14 19:02:00,31.78027,9.568988,7.38,6.0,21.3,95.0
2023-09-14 19:03:00,31.10547,9.53564,7.38,6.0,21.3,95.0
2023-09-14 19:04:00,31.00098,9.53564,8.07,7.0,21.3,95.0
2023-09-14 19:05:00,30.33602,9.533312,8.07,7.0,21.3,95.0
2023-09-14 19:06:00,29.82064,9.507405,7.38,6.0,21.3,95.0
2023-09-14 19:07:00,29.21997,9.458175,7.23,6.0,21.3,96.0
2023-09-14 19:08:00,29.13033,9.458631,7.08,8.0,21.3,97.0
2023-09-14 19:09:00,28.63346,9.436646,7.08,6.0,21.3,97.0
2023-09-14 19:10:00,28.26453,9.414893,7.23,6.0,21.3,96.0
2023-09-14 19:11:00,28.25439,9.375229,8.07,7.0,21.3,95.0
2023-09-14 19:12:00,28.25439,9.375229,7.77,7.0,21.3,97.0
2023-09-14 19:13:00,28.40767,9.398611,7.92,7.0,21.3,96.0
2023-09-14 19:14:00,28.87296,9.502929,7.1,6.0,21.2,97.0
2023-09-14 19:15:00,28.83362,9.452675,6.93,6.0,21.3,98.0
2023-09-14 19:16:00,28.2629,9.431261,6.26,5.0,21.2,98.0
2023-09-14 19:17:00,27.13444,9.414476,7.1,6.0,21.2,97.0
2023-09-14 19:18:00,27.54806,9.421807,7.94,7.0,21.2,96.0
2023-09-14 19:19:00,27.41813,9.46353,7.94,8.0,21.2,96.0
2023-09-14 19:20:00,27.35034,9.458663,7.25,6.0,21.2,96.0
2023-09-14 19:21:00,27.48584,9.53124,7.94,7.0,21.2,96.0
2023-09-14 19:22:00,27.77226,9.57992,7.49,7.0,21.2,99.0
2023-09-14 19:23:00,26.32894,9.588257,7.64,7.0,21.2,98.0
2023-09-14 19:24:00,25.66838,9.601154,8.48,9.0,21.2,97.0
2023-09-14 19:25:00,25.41431,9.610938,7.79,8.0,21.2,97.0
2023-09-14 19:26:00,25.41431,9.610938,8.49,9.0,21.1,97.0
2023-09-14 19:27:00,25.41431,9.610938,8.49,9.0,21.1,97.0
2023-09-14 19:28:00,25.42464,9.610938,7.8,7.0,21.1,97.0
2023-09-14 19:29:00,25.44531,9.610938,9.87,11.0,21.1,97.0
2023-09-14 19:30:00,25.65063,9.654153,9.87,11.0,21.1,97.0
2023-09-14 19:31:00,26.17537,9.708132,9.72,11.0,21.1,98.0
2023-09-14 19:32:00,26.3702,9.766371,9.71,11.0,21.2,98.0
2023-09-14 19:33:00,26.33858,9.76949,9.03,10.0,21.1,98.0
2023-09-14 19:35:00,26.97998,9.80155,8.19,9.0,21.1,99.0
2023-09-14 19:36:00,26.97266,9.782977,8.19,9.0,21.1,99.0
2023-09-14 19:37:00,27.24898,9.715672,8.19,9.0,21.1,99.0
2023-09-14 19:38:00,27.71273,9.780785,9.57,11.0,21.1,99.0
2023-09-14 19:39:00,27.91187,9.71245,7.5,7.0,21.1,99.0
2023-09-14 19:40:00,27.94556,9.741353,8.19,9.0,21.1,99.0
2023-09-14 19:41:00,27.94425,9.840082,8.19,9.0,21.1,99.0
2023-09-14 19:42:00,28.56339,9.849993,7.5,7.0,21.1,99.0
2023-09-14 19:43:00,28.76294,9.812564,8.04,9.0,21.1,100.0
2023-09-14 19:44:00,28.72628,9.852113,7.35,7.0,21.1,100.0
2023-09-14 19:46:00,28.83952,9.8973,8.04,9.0,21.1,100.0
2023-09-14 19:47:00,28.84741,9.901336,8.04,9.0,21.1,100.0
2023-09-14 19:48:00,28.87118,9.961061,8.04,9.0,21.1,100.0
2023-09-14 19:49:00,29.24731,10.00883,8.04,9.0,21.1,100.0
2023-09-14 19:50:00,29.24731,10.00883,8.04,9.0,21.1,100.0
2023-09-14 19:51:00,29.24731,10.00883,8.73,10.0,21.1,100.0
2023-09-14 19:52:00,29.24731,10.00883,8.13,9.0,21.2,99.33
2023-09-14 19:53:00,29.18766,10.07551,8.09,9.0,21.1,99.65
2023-09-14 19:54:00,28.99219,10.10515,8.73,10.0,21.1,100.0
2023-09-14 19:55:00,29.13912,10.10773,8.84,10.0,21.1,99.28
2023-09-14 19:56:00,29.22437,10.07648,8.08,9.0,21.1,99.75
2023-09-14 19:57:00,29.22811,10.07648,6.73,6.0,21.1,99.52
2023-09-14 19:58:00,29.5378,10.15879,8.04,9.0,21.1,100.0
2023-09-14 19:59:00,29.16211,10.14825,7.45,7.0,21.1,99.3
2023-09-14 20:00:00,29.26705,10.16691,6.66,6.0,21.1,100.0
2023-09-14 20:01:00,29.72079,10.26021,8.04,9.0,21.1,100.0
2023-09-14 20:02:00,29.67562,10.35293,7.35,7.0,21.1,100.0
2023-09-14 20:03:00,29.05436,10.30124,8.73,10.0,21.1,100.0
2023-09-14 20:04:00,28.48275,10.26311,8.04,9.0,21.1,100.0
2023-09-14 20:05:00,28.05924,10.2789,7.37,7.0,21.1,99.84
2023-09-14 20:06:00,28.15739,10.29307,7.44,7.0,21.1,99.41
2023-09-14 20:07:00,27.89913,10.33173,8.13,9.0,21.1,99.39
2023-09-14 20:08:00,27.90918,10.32303,8.1,9.0,21.1,99.61
2023-09-14 20:09:00,27.94971,10.35239,8.16,9.0,21.1,99.22
2023-09-14 20:11:00,28.96387,10.43207,8.835,10.0,21.05,99.3
2023-09-14 20:13:00,29.80322,10.3907,8.15,9.0,21.1,99.23
2023-09-14 20:14:00,29.80322,10.3907,8.77,10.0,21.1,99.75
2023-09-14 20:15:00,30.10815,10.36129,9.55,11.0,21.1,99.12
2023-09-14 20:16:00,29.95581,10.33147,8.81,10.0,21.1,99.46
2023-09-14 20:17:00,29.95166,10.33267,8.14,9.0,21.1,99.29
2023-09-14 20:18:00,29.95166,10.33267,9.56,11.0,21.0,99.15
2023-09-14 20:19:00,30.59513,10.38808,10.23,12.0,21.0,99.26
2023-09-14 20:20:00,30.64368,10.46326,9.44,11.0,21.1,99.83
2023-09-14 20:21:00,30.63521,10.43613,10.13,12.0,21.1,99.88
2023-09-14 20:22:00,30.65385,10.43639,9.55,11.0,21.1,99.14
2023-09-14 20:23:00,30.01571,10.50801,8.87,10.0,21.0,99.14
2023-09-14 20:24:00,30.01693,10.5303,8.81,10.0,21.0,99.52
2023-09-14 20:25:00,30.03198,10.5303,8.16,9.0,21.0,99.27
2023-09-14 20:26:00,29.72729,10.54575,8.79,10.0,21.0,99.67
2023-09-14 20:27:00,29.81909,10.58619,8.81,10.0,21.0,99.54
2023-09-14 20:28:00,30.14364,10.63023,8.82,10.0,21.1,99.42
2023-09-14 20:29:00,30.57532,10.64277,10.18,13.0,21.0,99.6
